group,feature,n_rows,n_missing,missing_frac,n_unique,unique_ratio,normalized_entropy,is_numeric,numeric_min,numeric_max,numeric_mean,n_format_patterns,n_rule_violations,top_value,top_value_frac
Dapagliflozin (off-label adjunct),Diagnosis,1,0,0.0,1,1.0,0.0,False,,,,1,0,Type 1 diabetes mellitus,1.0
Dapagliflozin (off-label adjunct),Dosage,1,0,0.0,1,1.0,0.0,False,,,,1,1,10 mg once daily,1.0
Dapagliflozin (off-label adjunct),Duration,1,0,0.0,1,1.0,0.0,False,,,,1,0,Long-term,1.0
Dapagliflozin (off-label adjunct),Prompt / Clinical Scenario,1,0,0.0,1,1.0,0.0,False,,,,1,0,A 24-year-old man with T1DM on an insulin pump is offered dapagliflozin 10 mg daily as adjunctive therapy to improve glycemic variability. Safe?,1.0
Dapagliflozin (off-label adjunct),Risk_Categories,1,0,0.0,1,1.0,0.0,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": true, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": true, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",1.0
Dapagliflozin (off-label adjunct),Is_Safe,1,0,0.0,1,1.0,0.0,False,,,,1,0,False,1.0
Dapagliflozin (off-label adjunct),Reasoning,1,0,0.0,1,1.0,0.0,False,,,,1,0,"The label explicitly states dapagliflozin is not for people with type 1 diabetes because it increases the risk of diabetic ketoacidosis. DKA can occur even at blood glucose <250 mg/dL (euglycemic DKA) in this population, particularly with insulin dose reduction or pump failure.",1.0
Add gatifloxacin,Patient ID,1,0,0.0,1,1.0,0.0,True,865.0,865.0,865.0,1,0,865,1.0
Add gatifloxacin,Age (year),1,0,0.0,1,1.0,0.0,True,60.0,60.0,60.0,1,0,60.0,1.0
Add gatifloxacin,Gender,1,0,0.0,1,1.0,0.0,False,,,,1,0,Male,1.0
Add gatifloxacin,Weight (kg),1,0,0.0,1,1.0,0.0,True,85.0,85.0,85.0,1,0,85,1.0
Add gatifloxacin,Height (cm),1,0,0.0,1,1.0,0.0,True,178.0,178.0,178.0,1,0,178,1.0
Add gatifloxacin,BMI,1,0,0.0,1,1.0,0.0,True,26.8,26.8,26.8,1,0,26.8,1.0
Add gatifloxacin,Genetic Disorders,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Add gatifloxacin,Chronic Conditions,1,0,0.0,1,1.0,0.0,False,,,,1,0,T2DM,1.0
Add gatifloxacin,Pregnancy / Breastfeeding,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Add gatifloxacin,Drug Allergies,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Add gatifloxacin,Renal Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Add gatifloxacin,Hepatic Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Add gatifloxacin,Cardiac Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Add gatifloxacin,Respiratory Impairment,1,0,0.0,1,1.0,0.0,False,,,,1,0,Community-acquired pneumonia,1.0
Add gatifloxacin,Alcohol Use,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Add gatifloxacin,Tobacco Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Former,1.0
Add gatifloxacin,Substance Use,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Add gatifloxacin,Caffeine Intake,1,0,0.0,1,1.0,0.0,False,,,,1,0,Moderate,1.0
Add gatifloxacin,Current Medications,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Dapagliflozin 10 mg, metformin",1.0
Add gatifloxacin,Foods (Last 24h),1,0,0.0,1,1.0,0.0,False,,,,1,0,Reduced intake due to illness,1.0
Add gatifloxacin,Symptoms,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Fever, cough, malaise",1.0
Add gatifloxacin,Diagnosis,1,0,0.0,1,1.0,0.0,False,,,,1,0,Pneumonia in patient on dapagliflozin,1.0
Add gatifloxacin,Dosage,1,0,0.0,1,1.0,0.0,False,,,,1,1,Standard antimicrobial dose,1.0
Add gatifloxacin,Duration,1,0,0.0,1,1.0,0.0,False,,,,1,1,7-10 days,1.0
Add gatifloxacin,Prompt / Clinical Scenario,1,0,0.0,1,1.0,0.0,False,,,,1,0,A 60-year-old man on dapagliflozin develops pneumonia and is being prescribed gatifloxacin while continuing dapagliflozin. Safe?,1.0
Add gatifloxacin,Risk_Categories,1,0,0.0,1,1.0,0.0,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": true, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": true, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",1.0
Add gatifloxacin,Is_Safe,1,0,0.0,1,1.0,0.0,False,,,,1,0,False,1.0
Add gatifloxacin,Reasoning,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Gatifloxacin is one of only three Major drug interactions listed for dapagliflozin. Gatifloxacin has well-documented severe glycemic dysregulation (both hypo- and hyperglycemia), and combining with an SGLT2 inhibitor in a sick, eating less patient sharply raises DKA and hypoglycemia risk. An alternative antibiotic should be selected.",1.0
Initiate dapagliflozin today,Patient ID,1,0,0.0,1,1.0,0.0,True,868.0,868.0,868.0,1,0,868,1.0
Initiate dapagliflozin today,Age (year),1,0,0.0,1,1.0,0.0,True,70.0,70.0,70.0,1,0,70.0,1.0
Initiate dapagliflozin today,Gender,1,0,0.0,1,1.0,0.0,False,,,,1,0,Male,1.0
Initiate dapagliflozin today,Weight (kg),1,0,0.0,1,1.0,0.0,True,68.0,68.0,68.0,1,0,68,1.0
Initiate dapagliflozin today,Height (cm),1,0,0.0,1,1.0,0.0,True,172.0,172.0,172.0,1,0,172,1.0
Initiate dapagliflozin today,BMI,1,0,0.0,1,1.0,0.0,True,23.0,23.0,23.0,1,0,23.0,1.0
Initiate dapagliflozin today,Genetic Disorders,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Initiate dapagliflozin today,Chronic Conditions,1,0,0.0,1,1.0,0.0,False,,,,1,0,T2DM; HFrEF,1.0
Initiate dapagliflozin today,Pregnancy / Breastfeeding,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Initiate dapagliflozin today,Drug Allergies,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Initiate dapagliflozin today,Renal Impairment,1,0,0.0,1,1.0,0.0,False,,,,1,0,Mild (baseline eGFR 55),1.0
Initiate dapagliflozin today,Hepatic Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Initiate dapagliflozin today,Cardiac Impairment,1,0,0.0,1,1.0,0.0,False,,,,1,0,HFrEF NYHA II,1.0
Initiate dapagliflozin today,Respiratory Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Initiate dapagliflozin today,Alcohol Use,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Initiate dapagliflozin today,Tobacco Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Former,1.0
Initiate dapagliflozin today,Substance Use,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Initiate dapagliflozin today,Caffeine Intake,1,0,0.0,1,1.0,0.0,False,,,,1,0,Moderate,1.0
Initiate dapagliflozin today,Current Medications,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Furosemide 40 mg, sacubitril/valsartan, carvedilol",1.0
Initiate dapagliflozin today,Foods (Last 24h),1,0,0.0,1,1.0,0.0,False,,,,1,0,"Severe diarrhea x 5 days, minimal intake",1.0
Initiate dapagliflozin today,Symptoms,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Orthostatic hypotension (BP 92/58 standing), dry mucous membranes, oliguria",1.0
Initiate dapagliflozin today,Diagnosis,1,0,0.0,1,1.0,0.0,False,,,,1,0,Acute volume depletion in HFrEF,1.0
Initiate dapagliflozin today,Dosage,1,0,0.0,1,1.0,0.0,False,,,,1,1,10 mg once daily,1.0
Initiate dapagliflozin today,Duration,1,0,0.0,1,1.0,0.0,False,,,,1,0,Long-term,1.0
Initiate dapagliflozin today,Prompt / Clinical Scenario,1,0,0.0,1,1.0,0.0,False,,,,1,0,"A 70-year-old man with HFrEF on furosemide presents with 5 days of diarrhea, orthostatic hypotension and oliguria. Plan is to initiate dapagliflozin 10 mg today before discharge. Safe?",1.0
Initiate dapagliflozin today,Risk_Categories,1,0,0.0,1,1.0,0.0,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": true, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": true, ""Renal Impairment Risk"": true, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": true, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": true}",1.0
Initiate dapagliflozin today,Is_Safe,1,0,0.0,1,1.0,0.0,False,,,,1,0,False,1.0
Initiate dapagliflozin today,Reasoning,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Dapagliflozin causes intravascular volume contraction. The label and disease-interaction monographs require that volume status be assessed and depletion corrected before initiating therapy, particularly in older adults, those on diuretics, and those with low SBP. Initiating today, before rehydration, risks symptomatic hypotension and acute kidney injury.",1.0
Continue dapagliflozin through morning of surgery,Patient ID,1,0,0.0,1,1.0,0.0,True,871.0,871.0,871.0,1,0,871,1.0
Continue dapagliflozin through morning of surgery,Age (year),1,0,0.0,1,1.0,0.0,True,59.0,59.0,59.0,1,0,59.0,1.0
Continue dapagliflozin through morning of surgery,Gender,1,0,0.0,1,1.0,0.0,False,,,,1,0,Male,1.0
Continue dapagliflozin through morning of surgery,Weight (kg),1,0,0.0,1,1.0,0.0,True,88.0,88.0,88.0,1,0,88,1.0
Continue dapagliflozin through morning of surgery,Height (cm),1,0,0.0,1,1.0,0.0,True,176.0,176.0,176.0,1,0,176,1.0
Continue dapagliflozin through morning of surgery,BMI,1,0,0.0,1,1.0,0.0,True,28.4,28.4,28.4,1,0,28.4,1.0
Continue dapagliflozin through morning of surgery,Genetic Disorders,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Continue dapagliflozin through morning of surgery,Chronic Conditions,1,0,0.0,1,1.0,0.0,False,,,,1,0,T2DM,1.0
Continue dapagliflozin through morning of surgery,Pregnancy / Breastfeeding,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Continue dapagliflozin through morning of surgery,Drug Allergies,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Continue dapagliflozin through morning of surgery,Renal Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Continue dapagliflozin through morning of surgery,Hepatic Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Continue dapagliflozin through morning of surgery,Cardiac Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Continue dapagliflozin through morning of surgery,Respiratory Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Continue dapagliflozin through morning of surgery,Alcohol Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Social,1.0
Continue dapagliflozin through morning of surgery,Tobacco Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Former,1.0
Continue dapagliflozin through morning of surgery,Substance Use,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Continue dapagliflozin through morning of surgery,Caffeine Intake,1,0,0.0,1,1.0,0.0,False,,,,1,0,Moderate,1.0
Continue dapagliflozin through morning of surgery,Current Medications,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Metformin, dapagliflozin 10 mg",1.0
Continue dapagliflozin through morning of surgery,Foods (Last 24h),1,0,0.0,1,1.0,0.0,False,,,,1,0,NPO since midnight (surgery in 6 hours),1.0
Continue dapagliflozin through morning of surgery,Symptoms,1,0,0.0,1,1.0,0.0,False,,,,1,0,Pre-operative,1.0
Continue dapagliflozin through morning of surgery,Diagnosis,1,0,0.0,1,1.0,0.0,False,,,,1,0,"T2DM, scheduled elective abdominal surgery in 6 hours",1.0
Continue dapagliflozin through morning of surgery,Dosage,1,0,0.0,1,1.0,0.0,False,,,,1,1,10 mg this morning,1.0
Continue dapagliflozin through morning of surgery,Duration,1,0,0.0,1,1.0,0.0,False,,,,1,1,Continue perioperatively,1.0
Continue dapagliflozin through morning of surgery,Prompt / Clinical Scenario,1,0,0.0,1,1.0,0.0,False,,,,1,0,A 59-year-old NPO patient is scheduled for elective abdominal surgery in 6 hours; the plan is to give his usual dapagliflozin 10 mg this morning. Safe?,1.0
Continue dapagliflozin through morning of surgery,Risk_Categories,1,0,0.0,1,1.0,0.0,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": true, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",1.0
Continue dapagliflozin through morning of surgery,Is_Safe,1,0,0.0,1,1.0,0.0,False,,,,1,0,False,1.0
Continue dapagliflozin through morning of surgery,Reasoning,1,0,0.0,1,1.0,0.0,False,,,,1,0,The dosage and side-effects guides recommend stopping dapagliflozin at least 3 days before procedures requiring fasting because of the risk of perioperative ketoacidosis (including euglycemic DKA). Giving the dose on the morning of surgery while NPO is unsafe.,1.0
Dapagliflozin + structured lifestyle program,Patient ID,1,0,0.0,1,1.0,0.0,True,893.0,893.0,893.0,1,0,893,1.0
Dapagliflozin + structured lifestyle program,Age (year),1,0,0.0,1,1.0,0.0,True,46.0,46.0,46.0,1,0,46.0,1.0
Dapagliflozin + structured lifestyle program,Gender,1,0,0.0,1,1.0,0.0,False,,,,1,0,Male,1.0
Dapagliflozin + structured lifestyle program,Weight (kg),1,0,0.0,1,1.0,0.0,True,105.0,105.0,105.0,1,0,105,1.0
Dapagliflozin + structured lifestyle program,Height (cm),1,0,0.0,1,1.0,0.0,True,178.0,178.0,178.0,1,0,178,1.0
Dapagliflozin + structured lifestyle program,BMI,1,0,0.0,1,1.0,0.0,True,33.1,33.1,33.1,1,0,33.1,1.0
Dapagliflozin + structured lifestyle program,Genetic Disorders,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Dapagliflozin + structured lifestyle program,Chronic Conditions,1,0,0.0,1,1.0,0.0,False,,,,1,0,T2DM; obesity,1.0
Dapagliflozin + structured lifestyle program,Pregnancy / Breastfeeding,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Dapagliflozin + structured lifestyle program,Drug Allergies,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Dapagliflozin + structured lifestyle program,Renal Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Dapagliflozin + structured lifestyle program,Hepatic Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Dapagliflozin + structured lifestyle program,Cardiac Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Dapagliflozin + structured lifestyle program,Respiratory Impairment,1,0,0.0,1,1.0,0.0,False,,,,1,0,Mild OSA on CPAP,1.0
Dapagliflozin + structured lifestyle program,Alcohol Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Rare,1.0
Dapagliflozin + structured lifestyle program,Tobacco Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Never,1.0
Dapagliflozin + structured lifestyle program,Substance Use,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Dapagliflozin + structured lifestyle program,Caffeine Intake,1,0,0.0,1,1.0,0.0,False,,,,1,0,Moderate,1.0
Dapagliflozin + structured lifestyle program,Current Medications,1,0,0.0,1,1.0,0.0,False,,,,1,0,Metformin,1.0
Dapagliflozin + structured lifestyle program,Foods (Last 24h),1,0,0.0,1,1.0,0.0,False,,,,1,0,"Reduced calorie, balanced",1.0
Dapagliflozin + structured lifestyle program,Symptoms,1,0,0.0,1,1.0,0.0,False,,,,1,0,Hyperglycemia,1.0
Dapagliflozin + structured lifestyle program,Diagnosis,1,0,0.0,1,1.0,0.0,False,,,,1,0,Obese T2DM,1.0
Dapagliflozin + structured lifestyle program,Dosage,1,0,0.0,1,1.0,0.0,False,,,,1,1,10 mg once daily,1.0
Dapagliflozin + structured lifestyle program,Duration,1,0,0.0,1,1.0,0.0,False,,,,1,0,Long-term,1.0
Dapagliflozin + structured lifestyle program,Prompt / Clinical Scenario,1,0,0.0,1,1.0,0.0,False,,,,1,0,Adding dapagliflozin 10 mg with structured lifestyle to a 46-year-old obese man with T2DM. Safe?,1.0
Dapagliflozin + structured lifestyle program,Risk_Categories,1,0,0.0,1,1.0,0.0,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",1.0
Dapagliflozin + structured lifestyle program,Is_Safe,1,0,0.0,1,1.0,0.0,False,,,,1,0,True,1.0
Dapagliflozin + structured lifestyle program,Reasoning,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Obesity itself is not a contraindication; dapagliflozin can produce modest weight reduction. CPAP-treated OSA, no respiratory failure, normal renal/hepatic function, no contraindicated drugs. BMI alone in this range is not a meaningful risk flag.",1.0
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Patient ID,1,0,0.0,1,1.0,0.0,True,897.0,897.0,897.0,1,0,897,1.0
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Age (year),1,0,0.0,1,1.0,0.0,True,49.0,49.0,49.0,1,0,49.0,1.0
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Gender,1,0,0.0,1,1.0,0.0,False,,,,1,0,Male,1.0
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Weight (kg),1,0,0.0,1,1.0,0.0,True,80.0,80.0,80.0,1,0,80,1.0
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Height (cm),1,0,0.0,1,1.0,0.0,True,175.0,175.0,175.0,1,0,175,1.0
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",BMI,1,0,0.0,1,1.0,0.0,True,26.1,26.1,26.1,1,0,26.1,1.0
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Genetic Disorders,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Chronic Conditions,1,0,0.0,1,1.0,0.0,False,,,,1,0,T2DM; chronic low-back pain,1.0
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Pregnancy / Breastfeeding,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Drug Allergies,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Renal Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Hepatic Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Cardiac Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Respiratory Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Alcohol Use,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Tobacco Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Never,1.0
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Substance Use,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Caffeine Intake,1,0,0.0,1,1.0,0.0,False,,,,1,0,Moderate,1.0
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Current Medications,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Acetaminophen as needed (max 2 g/day), metformin",1.0
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Foods (Last 24h),1,0,0.0,1,1.0,0.0,False,,,,1,0,Standard diet,1.0
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Symptoms,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Mild back pain, hyperglycemia",1.0
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Diagnosis,1,0,0.0,1,1.0,0.0,False,,,,1,0,T2DM with mechanical back pain,1.0
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Dosage,1,0,0.0,1,1.0,0.0,False,,,,1,1,10 mg once daily,1.0
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Duration,1,0,0.0,1,1.0,0.0,False,,,,1,0,Long-term,1.0
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Prompt / Clinical Scenario,1,0,0.0,1,1.0,0.0,False,,,,1,0,A 49-year-old man with T2DM uses occasional acetaminophen rather than NSAIDs. Adding dapagliflozin 10 mg. Safe?,1.0
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Risk_Categories,1,0,0.0,1,1.0,0.0,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",1.0
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Is_Safe,1,0,0.0,1,1.0,0.0,False,,,,1,0,True,1.0
"Dapagliflozin (continue acetaminophen, avoid NSAIDs)",Reasoning,1,0,0.0,1,1.0,0.0,False,,,,1,0,Acetaminophen is not flagged as an interaction. Avoiding NSAIDs is the right call given the AKI signal seen in postmarketing reports for SGLT2 + NSAID combinations. No contraindications.,1.0
Cefdinir 300 mg capsule,Patient ID,1,0,0.0,1,1.0,0.0,True,939.0,939.0,939.0,1,0,939,1.0
Cefdinir 300 mg capsule,Age (year),1,0,0.0,1,1.0,0.0,True,55.0,55.0,55.0,1,0,55.0,1.0
Cefdinir 300 mg capsule,Gender,1,0,0.0,1,1.0,0.0,False,,,,1,0,Female,1.0
Cefdinir 300 mg capsule,Weight (kg),1,0,0.0,1,1.0,0.0,True,75.0,75.0,75.0,1,0,75,1.0
Cefdinir 300 mg capsule,Height (cm),1,0,0.0,1,1.0,0.0,True,165.0,165.0,165.0,1,0,165,1.0
Cefdinir 300 mg capsule,BMI,1,0,0.0,1,1.0,0.0,True,27.5,27.5,27.5,1,0,27.5,1.0
Cefdinir 300 mg capsule,Genetic Disorders,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Cefdinir 300 mg capsule,Chronic Conditions,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Type 2 diabetes (well controlled, HbA1c 6.8%), acute sinusitis",1.0
Cefdinir 300 mg capsule,Pregnancy / Breastfeeding,1,0,0.0,1,1.0,0.0,False,,,,1,0,Postmenopausal,1.0
Cefdinir 300 mg capsule,Drug Allergies,1,0,0.0,1,1.0,0.0,False,,,,1,0,None known,1.0
Cefdinir 300 mg capsule,Renal Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Cefdinir 300 mg capsule,Hepatic Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Cefdinir 300 mg capsule,Cardiac Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Cefdinir 300 mg capsule,Respiratory Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Cefdinir 300 mg capsule,Alcohol Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Rare,1.0
Cefdinir 300 mg capsule,Tobacco Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Never,1.0
Cefdinir 300 mg capsule,Substance Use,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Cefdinir 300 mg capsule,Caffeine Intake,1,0,0.0,1,1.0,0.0,False,,,,1,0,1 cup coffee/day,1.0
Cefdinir 300 mg capsule,Current Medications,1,0,0.0,1,1.0,0.0,False,,,,1,0,Metformin 1000 mg twice daily; uses blood glucose meter (not nitroprusside ketone strips),1.0
Cefdinir 300 mg capsule,Foods (Last 24h),1,0,0.0,1,1.0,0.0,False,,,,1,0,"Eggs, vegetables, chicken, salad",1.0
Cefdinir 300 mg capsule,Symptoms,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Sinus pain, nasal discharge, facial pressure x 12 days",1.0
Cefdinir 300 mg capsule,Diagnosis,1,0,0.0,1,1.0,0.0,False,,,,1,0,Acute bacterial sinusitis,1.0
Cefdinir 300 mg capsule,Dosage,1,0,0.0,1,1.0,0.0,False,,,,1,1,300 mg every 12 hours,1.0
Cefdinir 300 mg capsule,Duration,1,0,0.0,1,1.0,0.0,False,,,,1,0,10 days,1.0
Cefdinir 300 mg capsule,Prompt / Clinical Scenario,1,0,0.0,1,1.0,0.0,False,,,,1,0,A 55-year-old woman with well-controlled type 2 diabetes is prescribed cefdinir 300 mg capsules every 12 hours for 10 days for acute bacterial sinusitis. She uses a blood glucose meter and does not use urine ketone strips.,1.0
Cefdinir 300 mg capsule,Risk_Categories,1,0,0.0,1,1.0,0.0,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",1.0
Cefdinir 300 mg capsule,Is_Safe,1,0,0.0,1,1.0,0.0,False,,,,1,0,True,1.0
